state,county,primary_city,dropbox,address,city,zip,phone,description
WA,Yakima,NA,Grandview City Hall,207 W 2nd St.,Grandview,98930,NA,Office is closed from 12pm to 1pm. Open until 8PM Election Day.
WA,Yakima,NA,Granger City Hall,102 Main St.,Granger,98932,NA,Office closed from 12PM to 1PMFriday only. Open until 8PM Election Day.
WA,Yakima,NA,Harrah Town Hall,11 E Pioneer St.,Harah,98933,NA,Open Monday 9am-5pmclosed for lunch from 1PM to 2PM. Open Tuesday through Thursday 8:45AM to 2:45PM. Closed Friday. Open until 8PM Election Day.
WA,Yakima,NA,Mabton City Hall,305 Main St,Mabton,98935,NA,Closed from 12PM to 1PM. Open until 8PM Election Day.
WA,Yakima,NA,Moxee City Hall,255 W Seattle Ave.,Moxe,98936,NA,Open Monday-Thursday aAM-6PM Closed Friday Open until 8PM Election Day.
WA,Yakima,NA,Naches Town Hall,29 E 2nd St,Naches,98937,NA,Open Monday-Wednesday 9AM - 5PM Open Thursday & Friday 9AM to 2PM Open until 8PM Election Day.
WA,Yakima,NA,Neighborhood Health Sunnyside,617 Scoon Road,Sunyside,98944,NA,open Election Day only
WA,Yakima,NA,Parker,360 Colmbia Rd,Parker,98939,NA,Parker Fire Station No. O
WA,Yakima,NA,Selah City Hall,115 W Naches Ave.,Seah,98942,NA,Open until 8PM Election Day.
WA,Yakima,NA,Tieton City Hall,418 Maple St.,Tieton,98947,NA,Open until 8PM Election Day.
WA,Yakima,NA,Toppenish City Hall,21 W 1st Ave,Tofppenish,98948,NA,Open Monday-Friday aAM-5PM Open until 8PM Election Day.
WA,Yakima,NA,Union Gap City Hall,102 W Ahtanum Rd.,Union Gap,98903,NA,Open Monday through Thursday 7AM to 5PM Friday 7AM to 11AM. Open until 8PM Election Day.
WA,Yakima,NA,Wapato Library,119 E 3rd S.,Wapato,98951,NA,Monday - Thursday open 11AM to 7PM Friday open 11AM to 6PM Saturday open 10AM to 3PM Open until 8PM on Election Day
WA,Yakima,NA,White Swan,260 Curis St,White Swan,98952,NA,WhiteSwan Fire Station No. 1
WA,Yakima,NA,Yakima County Courthouse Security Station,128 N 2nd St,TYakima,9801,NA,M-F; 8am-5m election day; 8am-8pm
WA,Yakima,NA,Yakima County Election Office - Drop Box,128 N 2nd St Rm 117,Yakima,98901,NA,M-F; 9am-4pm election day; 8am to 8pm
WA,Yakima,NA,Zillah City Hall,503 First Ave.,Zillah,98953,NA,Open Monday-Friday aAM-5PM Open until 8PM Election Day.
